Cluster,Placename,State,Lat,Long
5039,Said Alipur,Bihar,25.383210000000002,85.01119
5167,Alabakhshpur,Bihar,25.486123000000003,85.16784100000001
5172,Gangapur,Bihar,25.140929999999997,84.81175
5285,Araji Jaitpur,Bihar,25.90294,84.57366999999999
6318,Mobarakpur,Bihar,25.84497,84.81307
3874,Sihpur,Bihar,25.5016,87.83674
6520,Kusumpur,Bihar,25.334889999999998,83.71292
6912,Khetaipur,Uttar Pradesh,25.113518,83.340891
6126,Parasrampur,Bihar,24.99667,83.78501
4134,Hathanpur,Bihar,25.67519,87.904
5483,Kaila Jalalpur,Bihar,25.881079,85.442669
4487,Alisherpur,Bihar,26.60959,85.24306
5090,Khurrampur,Bihar,25.15125,85.88662
4561,Shankarpur,Bihar,24.62087,84.2355
6161,Chak Risalatpur,Bihar,25.43092,86.00783
4332,Amarpur Jayrampur Urf Lattipur,Bihar,25.3446,86.94156
5055,Chhaprapur,Bihar,25.33496,84.61811
7088,Sukhapur,Bihar,25.35525,84.03121
5106,Rasanpur,Bihar,24.728189999999998,84.75719000000001
5142,Mahamdipur,Bihar,25.09853,84.94275
6115,Jagdishpur,Bihar,24.93873,83.63351999999999
4918,Amarpur,Bihar,25.15793,86.17345
5207,Walipur,Bihar,25.3242,85.14715
2597,Bishunpur,Bihar,25.799970000000002,86.59573
6525,Jahidipur,Uttar Pradesh,26.04627,84.10791
4490,Mujahidpur,Bihar,25.01185,86.9038
4525,Naraenpur,Bihar,25.11305,86.91673
4392,Ammapur,Bihar,25.26235,87.23281
4966,Bijaypur,Bihar,26.56695,84.3826
4524,Paharpur,Bihar,25.13171,86.86095999999999
4036,Maheshpur,Bihar,25.591910000000002,87.88679
2119,Anandpur,Bihar,25.67819,86.92859
6256,Manikpur,Bihar,26.03417,85.13116
5171,Narainpur,Bihar,25.61686,84.88072
6043,Piarepur,Bihar,26.00433,84.67579
5513,Debipur,Bihar,26.0615,85.91835999999999
2684,Mohanpur,Bihar,24.990370000000002,86.36076
6618,Hahapur,Bihar,25.15922,83.57003
4601,Anantpur,Bihar,25.25712,86.40901
5118,Husianpur,Bihar,25.256161,85.612838
6181,Niranianpur,Bihar,25.011117000000002,83.455827
5215,Jalalpur,Bihar,25.24195,85.14265999999999
3550,Kashipur,Bihar,25.95822,87.65822
4577,Ballopur,Bihar,24.99575,85.97733000000001
6179,Araji Bishanpur,Bihar,25.589579999999998,86.03775999999999
6193,Bhagwanpur,Bihar,25.54932,86.00827
5238,Kutulpur,Bihar,25.424979999999998,86.307
5501,Arazi Bhawanipur,Bihar,26.242359999999998,86.08985
6352,Arazi Bikrampur,Bihar,26.476359999999996,84.49622
6299,Panapur Dharampur,Bihar,25.6722,85.26576
6300,Rahimapur,Bihar,25.66998,85.27472
4970,Bisrampur,Bihar,26.48043,84.16293
5089,Arazi Jagdispur,Bihar,26.275027,84.955701
6507,Kirpalpur,Bihar,25.263070000000003,83.5472
6234,Banwaripur,Bihar,25.55708,85.96558
4584,Fatehpur,Bihar,26.757340000000003,85.56390999999999
4968,Rampur,Bihar,26.4433,84.18428
6187,Arazi Panapur,Bihar,25.54263,86.0922
5502,Shyampur,Bihar,26.25532,86.13987
4965,Rampur,Bihar,26.585990000000002,84.11275
4541,Phulwaria Pasrampur,Bihar,26.52004,84.90606
6284,Shiurampur,Bihar,25.746170000000003,85.19584
6272,Madhurapur,Bihar,25.62677,85.33636
6281,Sherpur,Bihar,25.674139999999998,85.24094000000001
6169,Ram Kishunpur,Bihar,25.86879,85.7076
4717,Rasulpur,Bihar,26.52818,85.5482
6929,Rampur,Bihar,26.04256,84.36103
6796,Narayanpur,Bihar,25.65598,84.1589
5037,Arjunpur,Bihar,25.607570000000003,84.30251
7096,Balapur,Bihar,25.58905,84.03778
4934,Sabalpur,Bihar,24.70065,85.12626
4857,Shahzadpur,Bihar,24.89262,85.23552
5602,Askaranpur,Bihar,25.86228,85.29573
4454,Gobindpur,Bihar,25.23334,87.02334
4527,Asanandpur,Bihar,25.119429999999998,86.98558
5059,Rampur,Bihar,24.96177,84.73985
7077,Kamdharpur,Bihar,25.47115,84.10673
6260,Pokharpur,Bihar,25.90506,85.01938
5195,Dharmagatpur,Bihar,24.97905,85.02571999999999
3199,Madhorampur,Bihar,24.73214,85.5011
6205,Balbhadarpur,Bihar,25.86562,85.74937
6292,Gopalpur,Bihar,25.94316,84.78374000000001
5573,Sahila Rampur,Bihar,26.25243,85.5057
4873,Bhagwanpur,Bihar,26.562590000000004,85.39279
4521,Shewrampur,Bihar,25.17001,86.82942
5500,Bisambharpur,Bihar,26.26667,85.85
5592,Dharampur,Bihar,26.22833,85.41238
4907,Dharampur,Bihar,25.07852,86.15494
5103,Mahadewpur,Bihar,24.6426,84.72403
5192,Khadirpur,Bihar,25.291766,85.09151800000001
2793,Shikarpur,Bihar,27.012140000000002,84.65737
5505,Az Rakbe Basdeopur,Bihar,26.12213,86.03284000000001
4826,Az Rakbe Bhit Bhagwanpur,Bihar,26.092129999999997,86.3358
5550,Shahpur,Bihar,26.295479999999998,85.70196999999999
5597,Az Rakbe Minapur,Bihar,26.232259999999997,85.352
6123,Bhawanipur,Bihar,26.05944,85.72842
5338,Baghopur,Bihar,25.85989,85.99443000000001
5014,Siwaisinghpur,Bihar,26.22295,86.33723
4396,Imamuddinpur,Bihar,25.08459,87.14493
5041,Rasanpur,Bihar,25.01691,85.67264
6199,Khurrampur,Bihar,25.62806,85.42761
5203,Bolakpur,Bihar,25.00658,85.11471
4535,Paranpur,Bihar,25.20431,86.92749
3192,Koskipur,Bihar,26.160332999999998,87.48441700000001
4402,Isipur,Bihar,25.212,87.37163000000001
4453,Babupur,Bihar,25.2276,87.05301
5161,Baghpur,Bihar,25.56295,84.92981999999999
6174,Sajanpur,Bihar,25.956570000000003,85.82775
2390,Bishunpur,Bihar,26.80473,84.93171
3203,Taropur,Bihar,24.79974,85.46435
4398,Badarpur,Bihar,24.98947,86.78899
5011,Ghauspur,Bihar,24.79759,84.68511
4430,Lachhmipur,Bihar,25.15065,87.1933
5027,Bazidpur,Bihar,25.413510000000002,85.77681
4902,Malpur,Bihar,25.33313,86.00883
5221,Hemarpur,Bihar,25.29673,86.19894000000001
5101,Ramraipur,Bihar,25.155379999999997,85.82378
6191,Gain Harakhpur,Bihar,26.06873,84.90196999999999
6246,Makunpur Urf Makundpur,Bihar,25.68916,85.54137
3521,Raghunathpur,Bihar,26.824990000000003,84.66967
2794,Tadhwa Nandpur,Bihar,26.74839,84.43288000000001
5087,Rasulpur,Bihar,26.16648,85.1131
6389,Gazipur,Bihar,25.18649,84.03185
4338,Rampur,Bihar,24.41122,84.48456999999999
5124,Mahammadpur,Bihar,24.81713,84.7945
6201,Bahadurpur,Bihar,25.5345,86.17433
4534,Bahadurpur,Bihar,25.18388,86.9378
5054,Rampur,Bihar,25.41805,84.60540999999999
4952,Harpur,Bihar,25.22474,84.5032
7222,Jusainpur,Bihar,25.516234,83.908743
5522,Bahadurpur,Bihar,26.10031,85.89359
4571,Bahadurpur,Bihar,24.91094,86.04236999999999
2893,Gobindpur,Bihar,25.42911,86.6346
2595,Ratanpur,Bihar,26.232409999999998,88.12948
4911,Sabipur,Bihar,25.22694,86.07885999999999
4367,Galimpur,Bihar,25.2512,86.57376
5186,Sirchandpur,Bihar,25.373992,85.539755
5114,Bhanpur,Bihar,25.217670000000002,85.73465
5181,Mulrajpur,Bihar,25.479229999999998,85.45773
2384,Bhawanipur,Bihar,26.93015,84.88735
3531,Nirpur,Bihar,26.57997,84.61653000000001
5082,Ibrahimppur,Bihar,26.3698,85.12375
3605,Parmanpur,Bihar,25.67202,87.43587
3551,Haripur,Bihar,25.936420000000002,87.74123
3541,Bahadurpur,Bihar,25.890810000000002,87.66186
6548,Bahadurpur,Bihar,26.28466,84.50348000000001
6543,Heyatpur,Bihar,26.22425,84.53741
4951,Saidpur,Bihar,25.191010000000002,84.59252
6245,Jakkopur,Bihar,25.600713,85.497353
5237,Bahauddinpur,Bihar,25.40033,86.27633
5944,Ghanipur,Bihar,25.897070000000003,85.59640999999999
6186,Fazilpur,Bihar,25.50921,86.07016
5197,Sagarpur,Bihar,25.03986,85.14287
5191,Kesru Dharampur,Bihar,24.861639999999998,84.94034
5173,Belbhdarpur,Bihar,25.111279,84.83233800000001
5230,Lodipur,Bihar,25.400270000000003,86.21506
5985,Hashimpur,Bihar,26.08914,85.00227
6211,Bahor Khan Urf Bhagwanpur,Bihar,25.9983,85.21217
6141,Walipur,Bihar,25.00527,83.61006
6791,Narayanpur,Bihar,25.19895,83.94411
5294,Zorawarpur,Bihar,24.971529999999998,84.16852
6248,Bahrampur,Bihar,25.62829,85.92793
7081,Chaubepur,Bihar,25.3911,83.92702
5954,Raipur,Bihar,25.9538,85.62269
3779,Hasopur,Bihar,25.91721,86.30799
6266,Lachhmi Narayanpur,Bihar,25.74054,85.41407
6499,Baidapur,Bihar,26.08855,84.45777
4371,Gobindpur,Bihar,25.005670000000002,86.61711
5060,Lodipur,Bihar,25.05217,84.66545
4359,Baijalpur,Bihar,25.161820000000002,87.12533
5273,Chandar Senpur,Bihar,26.3855,85.98455
3121,Balbhadarpur,Bihar,24.56652,83.8507
2837,Barantpur,Bihar,26.35298,87.2722
4357,Birbalpur,Bihar,24.98641,87.13433
4397,Tulsipur,Bihar,25.14183,87.26602
4871,Siddhipur,Bihar,25.44126,84.22525
2116,Mahrajganj Urf Pahifatehpur,Bihar,25.79991,86.93858
4352,Birajpur,Bihar,25.20629,86.56763000000001
5088,Basantpur Chainpur,Bihar,26.29745,84.92698
2391,Baijnathpur,Bihar,26.84589,85.01736
2825,Bikrampur,Bihar,26.73085,85.13416
5110,Belahi Urf Balha Baijnathpur,Bihar,26.418459999999996,85.34325
3005,Ratanpur,Bihar,26.43147,86.92329000000001
4578,Narainpur,Bihar,25.042720000000003,85.85268
5180,Rasalpur,Bihar,25.47283,85.37958
4734,Rajapur,Bihar,26.53449,84.07491999999999
7090,Chandpur,Bihar,25.31914,83.94391999999999
5530,Modhopur,Bihar,26.0571,85.49609
6164,Basatpur,Bihar,25.98816,84.97086999999999
6308,Moazampur,Bihar,25.80153,84.93375
6936,Modassilpur,Bihar,26.11191,84.30236
5509,Geyanpur,Bihar,25.590165,84.698441
7074,Mianpur,Bihar,25.38685,83.78686
5158,Maksudpur,Bihar,25.47302,85.04188
4323,Shadpur,Bihar,24.83397,86.91755
3726,Kumadpur,Bihar,25.398395,87.185242
2792,Rampur,Bihar,27.0632,84.54284
4615,Shakarpur,Bihar,25.367910000000002,86.50610999999999
5157,Nuruddinpur,Bihar,25.477870000000003,85.07346
5078,Bashdeo Chhapra Tola Harpur,Bihar,26.37895,84.95891
6302,Chakdariya Sultanpur,Bihar,25.7102,85.13194
5582,Sulemanpur,Bihar,26.3105,85.39985
6261,Chainpur Mutaluke Makundpur,Bihar,25.7646,85.34931
4586,Madhopur,Bihar,26.66853,85.56403
4731,Basantpur,Bihar,26.52733,85.66111
2598,Basatpur,Bihar,25.75916,86.54569000000001
6135,Budakpur,Bihar,26.0058,85.71661999999999
5061,Bakhtiyarpur,Bihar,24.99025,84.67729
5029,Bidhipur,Bihar,25.460639999999998,85.53914
2803,Mathia Rasulpur,Bihar,26.904678999999998,84.42021700000001
5232,Sherpur,Bihar,25.353839999999998,86.23489000000001
5321,Pirtampur,Bihar,25.02214,84.00495
6219,Tajpur Ratanpur,Bihar,25.93189,85.73196999999999
5109,Ujhilpur,Bihar,26.37068,85.2481
6000,Balbhadarpur,Bihar,25.780279999999998,86.13648
3004,Mohanpur,Bihar,26.480559999999997,87.0258
6888,Raepur,Bihar,25.11325,83.98106999999999
6777,Lilkantpur,Bihar,25.258060999999998,84.194811
4820,Samastipur,Bihar,25.96635,85.93106999999999
2338,Balirajpur,Bihar,26.46408,86.32635
4901,Banpur,Bihar,24.87045,86.20837
5138,Rasalpur,Bihar,25.21159,84.85826999999999
7091,Sitabpur,Bihar,25.3268,83.97948000000001
6521,Balpur,Bihar,25.33311,83.65903
4037,Balrampur,Bihar,25.74241,87.94637
3711,Dilawarpur,Bihar,25.33241,87.77841
4567,Mirzapur,Bihar,25.9056,86.12594
5981,Birpur,Bihar,25.72382,86.20284000000001
5134,Bansgopalpur,Bihar,25.30255,85.48264
5146,Makhmilpur,Bihar,25.119329999999998,84.72964
4391,Sobhnathpur,Bihar,25.224339999999998,87.27566999999999
4912,Makhsupur,Bihar,25.27037,86.30660999999999
