hill_DensityBasedClustering4minfeature.OBJECTID,hill_DensityBasedClustering4minfeature.SOURCE_ID,cluster,hill_DensityBasedClustering4minfeature.PROB,hill_DensityBasedClustering4minfeature.OUTLIER,hill_DensityBasedClustering4minfeature.EXEMPLAR,hill_DensityBasedClustering4minfeature.STABILITY,hill_DensityBasedClustering4minfeature.COLOR_ID,hill.FID,Suffix,Placename,State,Lat,Long
1,0,115,0.941260493,0.058739507,0,0.012134386,2,0,hill,Adkin Hill,AL,32.6090206,-86.3110828
2,1,100,1,0,1,9.26E-06,1,1,hill,Bald Hill,AL,31.1637872,-85.6354893
3,2,199,0.561826817,0.438173183,0,0.014102096,4,2,hill,Battery Hill,AL,34.9528584,-85.7083041
4,3,139,0.434727147,0.565272853,0,0.019347519,5,3,hill,Billy Goat Hill,AL,34.1942618,-85.6949648
5,4,115,0.668679313,0.331320687,0,0.012134386,2,4,hill,Briar Hill,AL,31.9590403,-86.1299589
6,5,206,0.914993537,0.085006463,0,0.008871435,4,5,hill,Brides Hill,AL,34.6703683,-87.2441854
7,6,116,1,0,1,0.006477353,4,6,hill,Camp Hill,AL,32.8004059,-85.6535659
8,7,216,1,0,1,0.093004477,8,7,hill,Cavalry Hill,AL,34.7406465,-86.6111046
11,10,185,1,0,1,0.000388749,1,10,hill,Center Hill,AL,34.0895427,-86.7247189
12,11,211,1,0,1,0.003482221,3,11,hill,Center Hill,AL,34.9556392,-87.4483558
13,12,95,0.438384878,0.561615122,0,0.033470933,2,12,hill,Chapel Hill,AL,31.693493,-88.4403006
14,13,96,0.692994005,0.307005995,0,0.009089188,1,13,hill,Chapel Hill,AL,32.2398647,-88.1886341
15,14,150,1,0,1,0.044358554,7,14,hill,Chapel Hill,AL,33.3987202,-86.7977667
16,15,162,0.730806005,0.269193995,0,0.018302343,6,15,hill,Chapel Hill,AL,33.817329,-87.2102814
17,16,64,1,0,1,0.097568937,7,16,hill,Cottage Hill,AL,30.6501911,-88.1461126
18,17,150,0.802663472,0.197336528,0,0.044358554,7,17,hill,Cottage Hill,AL,33.4820519,-86.978327
19,18,216,0.388963722,0.611036278,0,0.093004477,8,18,hill,Dug Hill,AL,34.7134241,-86.4877669
20,19,216,1,0,1,0.093004477,8,19,hill,Echols Hill,AL,34.7314799,-86.57527
21,20,150,0.988858411,0.011141589,0,0.044358554,7,20,hill,Flint Hill,AL,33.3551117,-87.0063823
22,21,64,1,0,1,0.097568937,7,21,hill,Forest Hill,AL,30.7149115,-88.1533355
23,22,116,0.921330483,0.078669517,0,0.006477353,4,22,hill,Gold Hill,AL,32.7217975,-85.5077283
25,24,211,1,0,1,0.003482221,3,24,hill,Green Hill,AL,34.9731387,-87.5122461
28,27,149,1,0,1,0.028649281,3,27,hill,Indian Hill,AL,33.2976123,-86.3527553
31,30,150,1,0,1,0.044358554,7,30,hill,New Hill,AL,33.4184425,-86.9219363
32,31,150,1,0,1,0.044358554,7,31,hill,Pauls Hill,AL,33.4123316,-86.9297143
33,32,63,1,0,1,0.003681951,3,32,hill,Pleasant Hill,AL,31.0632351,-87.4910937
34,33,103,1,0,1,0.000557046,6,33,hill,Pleasant Hill,AL,31.7448867,-85.2335453
35,34,150,0.952695457,0.047304543,0,0.044358554,7,34,hill,Pleasant Hill,AL,33.3309457,-86.9961041
38,37,115,0.589388977,0.410611023,0,0.012134386,2,37,hill,Sanders Hill,AL,31.7054363,-86.0363403
39,38,64,0.156363889,0.843636111,0,0.097568937,7,38,hill,Silverhill,AL,30.5454715,-87.7516559
40,39,150,0.746670365,0.253329635,0,0.044358554,7,39,hill,Smith Hill,AL,33.1223412,-87.1019393
41,40,63,0.783901476,0.216098524,0,0.003681951,3,40,hill,Spring Hill,AL,31.1079556,-87.0352463
42,41,95,1,0,1,0.033470933,2,41,hill,Spring Hill,AL,31.947096,-88.1372369
43,42,185,1,0,1,0.000388749,1,42,hill,Spring Hill,AL,34.1945441,-86.9563942
44,43,116,0.822262064,0.177737936,0,0.006477353,4,43,hill,Union Hill,AL,33.0029009,-85.5227303
45,44,185,0.986807676,0.013192324,0,0.000388749,1,44,hill,Union Hill,AL,34.4737035,-86.6219379
46,45,211,1,0,1,0.003482221,3,45,hill,Upper Green Hill,AL,34.984805,-87.5066904
47,46,115,0.765760868,0.234239132,0,0.012134386,2,46,hill,Washington Hill,AL,32.4081926,-86.4677519
48,47,64,1,0,1,0.097568937,7,47,hill,West Hill,AL,30.69019,-88.1808362
49,48,206,1,0,1,0.008871435,4,48,hill,Furnace Hill,AL,34.7556445,-87.7055855
51,50,100,1,0,1,9.26E-06,1,50,hill,Pleasant Hill,AL,31.429336,-85.6743816
52,51,63,1,0,1,0.003681951,3,51,hill,Raley Forest Hill,AL,31.0112926,-87.5110934
53,52,63,1,0,1,0.003681951,3,52,hill,Montgomery Hill,AL,31.1640641,-87.7863827
55,54,139,0.568463426,0.431536574,0,0.019347519,5,54,hill,Kings Hill,AL,34.1339853,-85.8188567
56,55,115,1,0,1,0.012134386,2,55,hill,Blueberry Hill,AL,32.5245787,-86.2041346
57,56,115,1,0,1,0.012134386,2,56,hill,Jasmine Hill,AL,32.495413,-86.1883004
58,57,115,1,0,1,0.012134386,2,57,hill,Rose Hill,AL,32.4876351,-86.3630276
59,58,116,1,0,1,0.006477353,4,58,hill,Church Hill,AL,32.6484656,-85.7480119
60,59,116,0.812381672,0.187618328,0,0.006477353,4,59,hill,Flint Hill,AL,32.9265127,-85.9091296
61,60,96,1,0,1,0.009089188,1,60,hill,Baptist Hill,AL,32.5159694,-87.8314018
62,61,116,1,0,1,0.006477353,4,61,hill,Sand Hill,AL,32.541803,-85.5007827
64,63,107,0.786619021,0.213380979,0,0.025710467,5,63,hill,Carriage Hill,AL,32.5020859,-85.0240998
66,65,115,0.668679313,0.331320687,0,0.012134386,2,65,hill,Pleasant Hill,AL,31.8590447,-85.9463399
67,66,95,1,0,1,0.033470933,2,66,hill,Chappell Hill,AL,31.891819,-88.2555724
68,67,139,0.673594083,0.326405917,0,0.019347519,5,67,hill,Oak Hill,AL,34.1117633,-85.8605244
69,68,139,0.435519564,0.564480436,0,0.019347519,5,68,hill,Peeks Hill,AL,33.8456548,-85.9533028
71,70,206,1,0,1,0.008871435,4,70,hill,Oak Hill,AL,34.8784194,-87.675861
72,71,162,0.856054951,0.143945049,0,0.018302343,6,71,hill,Deason Hill,AL,33.7478855,-87.2250021
73,72,162,0.849706176,0.150293824,0,0.018302343,6,72,hill,Key Hill,AL,33.7188889,-87.4227778
74,73,162,1,0,1,0.018302343,6,73,hill,Oak Hill,AL,33.8592739,-87.2880619
75,74,115,1,0,1,0.012134386,2,74,hill,Gibson Hill,AL,32.2368094,-86.1863525
76,75,115,1,0,1,0.012134386,2,75,hill,Grove Hill,AL,32.3595832,-86.2680235
77,76,115,1,0,1,0.012134386,2,76,hill,King Hill,AL,32.3904157,-86.2799686
78,77,149,1,0,1,0.028649281,3,77,hill,Center Hill,AL,33.2356699,-86.3194205
79,78,149,1,0,1,0.028649281,3,78,hill,Pleasant Hill,AL,33.2395586,-86.2833084
80,79,149,1,0,1,0.028649281,3,79,hill,Thomas Hill,AL,33.1840046,-86.2774747
81,80,149,0.576797285,0.423202715,0,0.028649281,3,80,hill,Thornhill,AL,33.4001094,-86.1405279
82,81,216,1,0,1,0.093004477,8,81,hill,Greenhill,AL,34.7592574,-86.6024933
83,82,217,0.99040569,0.00959431,0,0.002574683,2,82,hill,Maple Hill,AL,34.9334199,-86.7658332
84,83,216,1,0,1,0.093004477,8,83,hill,Russell Hill,AL,34.732591,-86.6244384
85,84,115,0.692338795,0.307661205,0,0.012134386,2,84,hill,Wilder Hill,AL,32.6340201,-86.4949767
88,87,150,0.870482711,0.129517289,0,0.044358554,7,87,hill,Tannehill,AL,33.2603928,-87.0799945
89,88,139,1,0,1,0.019347519,5,88,hill,Happy Hill,AL,34.1498174,-86.0949747
90,89,139,1,0,1,0.019347519,5,89,hill,Liberty Hill,AL,34.1778725,-86.0302511
91,90,139,1,0,1,0.019347519,5,90,hill,Noble Hill,AL,34.0820407,-86.1069192
92,91,139,0.900356794,0.099643206,0,0.019347519,5,91,hill,Stowers Hill,AL,34.0139862,-86.1069189
93,92,115,0.583063588,0.416936412,0,0.012134386,2,92,hill,Bread Tray Hill,AL,32.0640405,-85.7705052
94,93,139,0.655004988,0.344995012,0,0.019347519,5,93,hill,Chigger Hill,AL,34.3975897,-86.0163645
95,94,139,0.889379589,0.110620411,0,0.019347519,5,94,hill,Oak Hill,AL,34.3159251,-86.029419
96,95,139,0.529916272,0.470083728,0,0.019347519,5,95,hill,Pleasant Hill,AL,34.4400884,-85.8338595
97,96,185,1,0,1,0.000388749,1,96,hill,Union Hill,AL,34.3334292,-86.800834
100,99,108,1,0,1,6.46E-05,6,99,hill,Oak Hill,AL,31.9209828,-87.0827629
101,100,96,0.722011184,0.277988816,0,0.009089188,1,100,hill,Old Spring Hill,AL,32.4376381,-87.773622
103,102,95,1,0,1,0.033470933,2,102,hill,Pleasant Hill,AL,31.9301513,-88.2144609
104,103,150,0.738066964,0.261933036,0,0.044358554,7,103,hill,Rose Hill,AL,33.5489931,-86.6641539
105,104,115,0.541976897,0.458023103,0,0.012134386,2,104,hill,Spring Hill,AL,31.6909931,-85.9605043
107,106,150,1,0,1,0.044358554,7,106,hill,Mars Hill,AL,33.3520554,-86.8444341
108,107,162,0.801858048,0.198141952,0,0.018302343,6,107,hill,Thornhill,AL,34.1578779,-87.6672464
109,108,103,1,0,1,0.000557046,6,108,hill,Baker Hill,AL,31.7812748,-85.3021583
110,109,162,0.849706176,0.150293824,0,0.018302343,6,109,hill,Carbon Hill,AL,33.8917742,-87.5261236
112,111,109,1,0,1,0.012237561,8,111,hill,Pine Hill,AL,31.9795943,-87.5880561
113,112,108,1,0,1,6.46E-05,6,112,hill,Pleasant Hill,AL,32.1654202,-86.9119285
114,113,116,0.949534258,0.050465742,0,0.006477353,4,113,hill,Red Hill,AL,32.6851304,-85.9430171
115,114,108,1,0,1,6.46E-05,6,114,hill,Snow Hill,AL,32.0045909,-87.0072065
116,115,116,0.766848336,0.233151664,0,0.006477353,4,115,hill,Society Hill,AL,32.4265296,-85.4452245
117,116,64,1,0,1,0.097568937,7,116,hill,Spring Hill,AL,30.6985231,-88.1388905
118,117,103,0.972165188,0.027834812,0,0.000557046,6,117,hill,Spring Hill,AL,32.0793213,-85.3368836
119,118,95,1,0,1,0.033470933,2,118,hill,Womack Hill,AL,31.8532097,-88.1886248
121,120,100,1,0,1,9.26E-06,1,120,hill,Foxhill,AL,31.3346152,-85.8046595
122,121,216,0.415050392,0.584949608,0,0.093004477,8,121,hill,Baltimore Hill,AL,34.8367563,-86.5422142
123,122,115,0.517323005,0.482676995,0,0.012134386,2,122,hill,Boot Hill,AL,31.8759924,-85.6424444
124,123,115,0.700484137,0.299515863,0,0.012134386,2,123,hill,Carters Hill,AL,32.1929223,-86.1171829
125,124,217,0.99040569,0.00959431,0,0.002574683,2,124,hill,Cedar Hill,AL,34.9770297,-86.8200019
126,125,217,0.99040569,0.00959431,0,0.002574683,2,125,hill,Center Hill,AL,34.8575881,-86.7952785
127,126,116,0.787566027,0.212433973,0,0.006477353,4,126,hill,Chapel Hill,AL,32.9945679,-85.4330053
128,127,109,1,0,1,0.012237561,8,127,hill,Clayhill,AL,32.0165396,-87.7505619
129,128,108,1,0,1,6.46E-05,6,128,hill,Clover Hill,AL,31.9979255,-86.7016448
130,129,103,1,0,1,0.000557046,6,129,hill,Cotton Hill,AL,31.8346067,-85.2804914
132,131,150,0.870482711,0.129517289,0,0.044358554,7,131,hill,Gray Hill,AL,33.2162272,-87.0577717
133,132,206,0.914993537,0.085006463,0,0.008871435,4,132,hill,Lennon Hill,AL,34.7395331,-87.4161344
134,133,199,0.561826817,0.438173183,0,0.014102096,4,133,hill,Liberty Hill,AL,34.8278589,-85.7144158
135,134,206,1,0,1,0.008871435,4,134,hill,Listerhill,AL,34.7575885,-87.5822495
136,135,206,1,0,1,0.008871435,4,135,hill,Mars Hill,AL,34.8517533,-87.6608611
137,136,217,0.963360149,0.036639851,0,0.002574683,2,136,hill,North Daye Hill,AL,34.8564775,-86.7241649
138,137,109,0.667606437,0.332393563,0,0.012237561,8,137,hill,Pebble Hill,AL,31.9390384,-87.3433247
141,140,116,1,0,1,0.006477353,4,140,hill,Pleasant Hill,AL,32.4584721,-85.6157848
142,141,139,0.456976677,0.543023323,0,0.019347519,5,141,hill,Pleasant Hill,AL,34.5636978,-86.1330362
143,142,63,0.783901476,0.216098524,0,0.003681951,3,142,hill,Rock Hill,AL,31.1165665,-86.9991342
144,143,206,0.914993537,0.085006463,0,0.008871435,4,143,hill,Rocky Hill,AL,34.6795346,-87.3444658
145,144,109,1,0,1,0.012237561,8,144,hill,Roundhill,AL,31.8926527,-87.7116689
146,145,96,0.883565334,0.116434666,0,0.009089188,1,145,hill,Scratch Hill,AL,32.4448608,-88.2644722
147,146,115,0.668679313,0.331320687,0,0.012134386,2,146,hill,Shepherd Hill,AL,32.1857007,-86.0663477
148,147,100,1,0,1,9.26E-06,1,147,hill,Snow Hill,AL,31.4593359,-85.4804921
149,148,139,0.681147487,0.318852513,0,0.019347519,5,148,hill,South Hill,AL,34.4103673,-86.0383096
150,149,162,1,0,1,0.018302343,6,149,hill,Spring Hill,AL,33.9776054,-87.5580719
153,152,96,1,0,1,0.009089188,1,152,hill,Thornhill,AL,32.6881887,-87.9322376
155,154,139,0.40940467,0.59059533,0,0.019347519,5,154,hill,Union Hill,AL,33.5403879,-85.3893964
157,156,116,1,0,1,0.006477353,4,156,hill,Walnut Hill,AL,32.7101303,-85.7855133
158,157,96,1,0,1,0.009089188,1,157,hill,Zion Hill,AL,32.5273592,-88.0736319
160,159,115,0.561616027,0.438383973,0,0.012134386,2,159,hill,Horn Hill,AL,31.2457259,-86.3166187
161,160,139,0.415626635,0.584373365,0,0.019347519,5,160,hill,Liberty Hill,AL,33.8487132,-85.5727374
162,161,162,0.70044384,0.29955616,0,0.018302343,6,161,hill,Pleasant Hill,AL,34.2189898,-87.4430748
164,163,149,0.997611817,0.002388183,0,0.028649281,3,163,hill,Liberty Hill,AL,33.170394,-86.1994169
165,164,139,0.415626635,0.584373365,0,0.019347519,5,164,hill,Oak Hill,AL,33.5851057,-85.8144084
166,165,139,0.415626635,0.584373365,0,0.019347519,5,165,hill,Mars Hill,AL,33.8401031,-85.3968994
167,166,162,1,0,1,0.018302343,6,166,hill,Rosehill,AL,33.981217,-87.3869563
168,167,149,0.445027136,0.554972864,0,0.028649281,3,167,hill,Park Hill,AL,33.5964925,-86.2860889
169,168,150,0.422146039,0.577853961,0,0.044358554,7,168,hill,Austin Hill,AL,33.572048,-86.5322065
170,169,139,1,0,1,0.019347519,5,169,hill,Pleasant Hill,AL,34.1084291,-86.0346953
171,170,115,0.561616027,0.438383973,0,0.012134386,2,170,hill,Saddle Hill,AL,31.4554429,-86.1305049
172,171,150,0.878793713,0.121206287,0,0.044358554,7,171,hill,Hunters Hill,AL,33.5217714,-86.6805428
173,172,150,0.938968275,0.061031725,0,0.044358554,7,172,hill,Surrey Hill,AL,33.4512181,-86.7663774
174,173,150,0.879217394,0.120782606,0,0.044358554,7,173,hill,Thornhill,AL,33.42733,-86.7524881
175,174,206,0.914993537,0.085006463,0,0.008871435,4,174,hill,Rocky Hill,AL,34.6853679,-87.3633552
177,176,115,0.561616027,0.438383973,0,0.012134386,2,176,hill,Chapel Hill,AL,31.0293456,-86.2310554
178,177,109,1,0,1,0.012237561,8,177,hill,Pleasant Hill,AL,31.847375,-87.6355543
179,178,139,0.415626635,0.584373365,0,0.019347519,5,178,hill,Gold Hill,AL,33.586497,-85.5277339
180,179,185,1,0,1,0.000388749,1,179,hill,Pine Hill,AL,34.218432,-86.8952813
181,180,96,1,0,1,0.009089188,1,180,hill,Dug Hill,AL,32.5048596,-88.0297413
182,181,150,0.389102516,0.610897484,0,0.044358554,7,181,hill,Pleasant Hill,AL,32.987345,-87.1977749
183,182,150,0.682923396,0.317076604,0,0.044358554,7,182,hill,Stacks Hill,AL,33.1042862,-87.0994392
184,183,162,1,0,1,0.018302343,6,183,hill,Tolen Hill,AL,34.095,-87.46834
186,185,41,0.620011363,0.379988637,0,0.011446007,4,185,hill,South Lead Hill,AR,36.3947902,-92.9107279
187,186,41,0.65391843,0.34608157,0,0.011446007,4,186,hill,Ruddell Hill,AR,35.77591,-91.6798622
188,187,31,1,0,1,0.004573673,6,187,hill,Burnt Hill,AR,35.878129,-90.5153849
189,188,41,0.971614183,0.028385817,0,0.011446007,4,188,hill,Pleasant Hill,AR,35.3850795,-92.5871047
191,190,41,1,0,1,0.011446007,4,190,hill,Blue Hill,AR,34.8720342,-92.3451532
192,191,31,1,0,1,0.004573673,6,191,hill,Center Hill,AR,36.0597911,-90.5439967
194,193,41,1,0,1,0.011446007,4,193,hill,Hickory Hill,AR,35.2431373,-92.7332197
195,194,31,1,0,1,0.004573673,6,194,hill,Judd Hill,AR,35.6023022,-90.5192728
196,195,41,0.637590574,0.362409426,0,0.011446007,4,195,hill,Lead Hill,AR,36.4197897,-92.9148948
197,196,41,0.860631014,0.139368986,0,0.011446007,4,196,hill,Mars Hill,AR,35.2761941,-92.9993376
198,197,41,1,0,1,0.011446007,4,197,hill,Park Hill,AR,34.7859247,-92.2604273
200,199,31,0.803100119,0.196899881,0,0.004573673,6,199,hill,Pleasant Hill,AR,35.3453636,-90.7195558
201,200,41,0.852190446,0.147809554,0,0.011446007,4,200,hill,Rally Hill,AR,36.160906,-92.952672
202,201,44,1,0,1,0.001719019,3,201,hill,Red Hill,AR,33.743441,-93.0246105
204,203,41,0.852190446,0.147809554,0,0.011446007,4,203,hill,Silver Hill,AR,35.9706306,-92.745999
205,204,44,1,0,1,0.001719019,3,204,hill,Spring Hill,AR,33.5065061,-93.0215544
207,206,41,0.852190446,0.147809554,0,0.011446007,4,206,hill,Zion Hill,AR,35.6609119,-92.8051669
208,207,41,0.623297061,0.376702939,0,0.011446007,4,207,hill,Pleasant Hill,AR,35.8125795,-93.1471199
209,208,44,1,0,1,0.001719019,3,208,hill,Pigeon Hill,AR,33.2745676,-92.35681
210,209,41,1,0,1,0.011446007,4,209,hill,Gold Hill,AR,35.1959176,-92.9618369
211,210,56,1,0,1,0.00644416,5,210,hill,Battle Hill,AR,34.2778877,-94.108533
212,211,56,1,0,1,0.00644416,5,211,hill,Cedar Hill,AR,34.2631652,-94.0668641
213,212,56,0.689112613,0.310887387,0,0.00644416,5,212,hill,Chapel Hill,AR,33.9953904,-93.865463
214,213,56,1,0,1,0.00644416,5,213,hill,Oak Hill,AR,34.0520578,-94.0601937
215,214,41,1,0.046434073,0,0.011446007,4,214,hill,Red Hill,AR,35.0625857,-92.5346039
218,217,56,0.658076177,0.341923823,0,0.00644416,5,217,hill,Union Hill,AR,34.5203809,-93.854919
220,219,56,0.673584629,0.326415371,0,0.00644416,5,219,hill,Pleasant Hill,AR,35.1764795,-93.7646415
221,220,31,1,0,1,0.004573673,6,220,hill,Rock Hill,AR,36.0297918,-90.5217739
222,221,56,0.673584629,0.326415371,0,0.00644416,5,221,hill,Pleasant Hill,AR,34.9045435,-94.1238197
223,222,56,0.673584629,0.326415371,0,0.00644416,5,222,hill,Union Hill,AR,34.9320393,-93.7821437
224,223,56,0.708078919,0.291921081,0,0.00644416,5,223,hill,Cornhill,AR,33.8542839,-94.0340804
225,224,56,1,0,1,0.00644416,5,224,hill,Red Hill,AR,34.1234466,-94.2182579
226,225,41,1,0,1,0.011446007,4,225,hill,Zion Hill,AR,34.9784211,-92.1448701
228,227,41,1,0,1,0.011446007,4,227,hill,Crystal Hill,AR,34.814813,-92.3209853
229,228,41,0.941854523,0.058145477,0,0.011446007,4,228,hill,Rocky Hill,AR,35.7373001,-92.5818288
230,229,56,0.625743073,0.374256927,0,0.00644416,5,229,hill,Fox Hill,AR,35.0959295,-94.2913234
231,230,41,1,0,1,0.011446007,4,230,hill,Gravel Hill,AR,35.4803564,-92.6373839
236,235,40,1,0,1,0.007587626,1,235,hill,Cottage Hill,AR,36.242019,-93.8965856
237,236,40,0.725062707,0.274937293,0,0.007587626,1,236,hill,Dawn Hill,AR,36.2328579,-94.5135503
238,237,40,0.856546798,0.143453202,0,0.007587626,1,237,hill,Dug Hill,AR,36.4736864,-94.2471521
239,238,40,1,0,1,0.007587626,1,238,hill,Pleasant Hill,AR,36.3756303,-94.1140924
240,239,40,1,0,1,0.007587626,1,239,hill,Walnut Hill,AR,36.408406,-93.9913115
242,241,41,1,0,1,0.011446007,4,241,hill,Bunker Hill,AR,35.0698081,-92.6687744
243,242,40,0.591460924,0.408539076,0,0.007587626,1,242,hill,Canehill,AR,35.908693,-94.3966026
244,243,41,0.696487291,0.303512709,0,0.011446007,4,243,hill,Center Hill,AR,35.2625841,-91.8840312
245,244,56,0.612400315,0.387599685,0,0.00644416,5,244,hill,Chapel Hill,AR,34.0342801,-94.3963186
246,245,41,0.927561383,0.072438617,0,0.011446007,4,245,hill,Cherry Hill,AR,34.9900886,-92.8743361
247,246,56,0.699910197,0.300089803,0,0.00644416,5,246,hill,Cherry Hill,AR,34.5859384,-93.9982579
251,250,41,0.756337123,0.243662877,0,0.011446007,4,250,hill,Fourmile Hill,AR,35.2906397,-91.770417
253,252,40,1,0,1,0.007587626,1,252,hill,Oak Hill,AR,36.4772918,-93.6985258
255,254,44,1,0,1,0.001719019,3,254,hill,Snow Hill,AR,33.3878996,-92.6540465
257,256,41,0.893026823,0.106973177,0,0.011446007,4,256,hill,Springhill,AR,35.1886943,-92.3923774
258,257,41,0.756337123,0.243662877,0,0.011446007,4,257,hill,Union Hill,AR,35.5342468,-91.5118005
262,261,41,0.815803374,0.184196626,0,0.011446007,4,261,hill,Gravel Hill,AR,35.2620281,-91.9773674
264,263,41,0.922672529,0.077327471,0,0.011446007,4,263,hill,Springhill,AR,34.6334261,-92.508492
265,264,4,1,0,1,0.002654426,3,264,hill,Burgundy Hill,AZ,33.3633799,-111.9770887
266,265,4,1,0,1,0.002654426,3,265,hill,Chimney Hill,AZ,33.5847651,-111.8562541
267,266,4,0.674393566,0.325606434,0,0.002654426,3,266,hill,Fort Tuthill,AZ,35.1416792,-111.6943279
268,267,4,1,0,1,0.002654426,3,267,hill,Government Hill,AZ,33.6744926,-111.1501233
269,268,4,1,0,1,0.002654426,3,268,hill,Copper Hill,AZ,33.4303327,-110.7645536
271,270,16,0.733542539,0.266457461,0,0.017803524,3,270,hill,Mokelumne Hill,CA,38.3004709,-120.7063219
273,272,12,0.710253573,0.289746427,0,0.004839027,8,272,hill,Sand Hill,CA,37.9735336,-121.6955088
274,273,16,1,0,1,0.017803524,3,273,hill,Carson Hill,CA,38.0282564,-120.5065877
276,275,16,0.733542539,0.266457461,0,0.017803524,3,275,hill,Alabama Hill,CA,38.3549133,-120.5918729
279,278,16,0.733542539,0.266457461,0,0.017803524,3,278,hill,Sutter Hill,CA,38.3782457,-120.8016025
281,280,16,1,0,1,0.017803524,3,280,hill,Yankee Hill,CA,38.0396452,-120.377972
283,282,12,1,0,1,0.004839027,8,282,hill,Vine Hill,CA,38.0085326,-122.0960753
284,283,12,1,0,1,0.004839027,8,283,hill,Forest Hill,CA,37.7474307,-122.4635825
285,284,12,1,0,1,0.004839027,8,284,hill,Gold Mine Hill,CA,37.7418751,-122.4380267
287,286,10,1,0,1,0.002037276,6,286,hill,Pine Hill,CA,40.7645713,-124.1745052
289,288,17,1,0,1,0.100318864,3,288,hill,Alta Hill,CA,39.229894,-121.0766171
291,290,16,0.723847597,0.276152403,0,0.017803524,3,290,hill,Bunker Hill,CA,38.4265774,-120.8282697
297,296,12,1,0,1,0.004839027,8,296,hill,Pleasant Hill,CA,37.9479786,-122.0607963
300,299,17,1,0,1,0.100318864,3,299,hill,Spring Hill,CA,39.2323941,-121.0441157
302,301,17,1,0,1,0.100318864,3,301,hill,Union Hill,CA,39.20545,-121.0385594
303,302,18,0.951322488,0.048677512,0,0.011196707,3,302,hill,Union Hill,CA,39.5971144,-121.0032878
304,303,5,0.49853561,0.50146439,0,0.010083154,4,303,hill,Alberhill,CA,33.7272418,-117.3997644
306,305,6,1,0,1,0.016100338,5,305,hill,Capital Hill,CA,35.627748,-120.680726
307,306,5,0.520654414,0.479345586,0,0.010083154,4,306,hill,Quartz Hill,CA,34.6452645,-118.2181308
308,307,5,1,0,1,0.010083154,4,307,hill,Raymond Hill,CA,34.1241749,-118.1481266
309,308,5,1,0,1,0.010083154,4,308,hill,San Pedro Hill,CA,33.7461287,-118.3361831
310,309,5,1,0,1,0.010083154,4,309,hill,Signal Hill,CA,33.8044614,-118.1678456
311,310,5,0.66014263,0.33985737,0,0.010083154,4,310,hill,Oak Hill,CA,34.0652846,-118.7850893
312,311,5,1,0,1,0.010083154,4,311,hill,Rose Hill,CA,34.0819547,-118.1967391
313,312,10,1,0,1,0.002037276,6,312,hill,Fickle Hill,CA,40.8637397,-124.0428384
314,313,10,1,0,1,0.002037276,6,313,hill,French Hill,CA,41.8248354,-123.9725749
315,314,17,1,0,1,0.100318864,3,314,hill,Cypress Hill,CA,39.2285051,-121.059394
316,315,17,0.347172644,0.652827356,0,0.100318864,3,315,hill,Hunts Hill,CA,39.2382294,-120.912721
317,316,17,0.320882354,0.679117646,0,0.100318864,3,316,hill,Quaker Hill,CA,39.2623961,-120.9066102
319,318,5,0.473594884,0.526405116,0,0.010083154,4,318,hill,Bunker Hill,CA,34.0814014,-117.3050433
321,320,18,1,0,1,0.011196707,3,320,hill,Indian Hill,CA,39.5068369,-120.9924539
322,321,18,1,0,1,0.011196707,3,321,hill,Galena Hill,CA,39.4735027,-121.0555107
323,322,18,1,0,1,0.011196707,3,322,hill,Youngs Hill,CA,39.4768358,-121.0677334
324,323,18,1,0,1,0.011196707,3,323,hill,Badger Hill,CA,39.3835039,-121.0255074
325,324,16,1,0,1,0.017803524,3,324,hill,Hanford Hill,CA,38.1743637,-120.4035312
326,325,16,1,0,1,0.017803524,3,325,hill,Rocky Hill,CA,38.1454755,-120.4671442
328,327,10,1,0,1,0.002037276,6,327,hill,Humboldt Hill,CA,40.7259606,-124.1897819
329,328,5,0.306994838,0.693005162,0,0.010083154,4,328,hill,Golden Hill,CA,32.7161627,-117.1361432
330,329,5,0.305571705,0.694428295,0,0.010083154,4,329,hill,Grant Hill,CA,32.7094961,-117.1380876
331,330,6,1,0,1,0.016100338,5,330,hill,Happy Hill,CA,35.5710823,-121.1065815
332,331,6,1,0,1,0.016100338,5,331,hill,Lodge Hill,CA,35.5510827,-121.0807467
333,332,6,1,0,1,0.016100338,5,332,hill,Park Hill,CA,35.5638603,-121.1049147
335,334,2,0.403921955,0.596078045,0,0.014583237,1,334,hill,Gold Hill,CO,39.5452645,-106.0483521
336,335,2,0.857373003,0.142626997,0,0.014583237,1,335,hill,Gold Hill,CO,40.063337,-105.409607
337,336,2,1,0,1,0.014583237,1,336,hill,Smith Hill,CO,39.7783211,-105.4586065
338,337,2,0.36863709,0.63136291,0,0.014583237,1,337,hill,Beacon Hill,CO,38.7224894,-105.1649814
339,338,2,0.410571408,0.589428592,0,0.014583237,1,338,hill,Knob Hill,CO,38.8399938,-104.782752
340,339,2,1,0,1,0.014583237,1,339,hill,Pine Brook Hill,CO,40.0499857,-105.3147137
341,340,2,1,0,1,0.014583237,1,340,hill,Quail Hill,CO,39.9630556,-105.0022222
342,341,2,1,0,1,0.014583237,1,341,hill,Ruby Hill,CO,39.6861111,-105.0113889
343,342,2,1,0,1,0.014583237,1,342,hill,Spring Hill,CO,39.6352778,-105.1502778
344,343,2,0.801161945,0.198838055,0,0.014583237,1,343,hill,Dove Hill,CO,39.6205556,-104.7119444
