hill_DensityBasedClustering4minfeature.OBJECTID,hill_DensityBasedClustering4minfeature.SOURCE_ID,cluster,hill_DensityBasedClustering4minfeature.PROB,hill_DensityBasedClustering4minfeature.OUTLIER,hill_DensityBasedClustering4minfeature.EXEMPLAR,hill_DensityBasedClustering4minfeature.STABILITY,hill_DensityBasedClustering4minfeature.COLOR_ID,hill.FID,Suffix,Placename,State,Lat,Long
2228,2227,117,1,0,1,0.038362696,3,2227,hill,Oak Hill,SC,33.1876694,-80.0186934
2229,2228,117,0.607666901,0.392333099,0,0.038362696,3,2228,hill,Red Hill,SC,33.0229493,-79.8542477
2230,2229,117,0.503676783,0.496323217,0,0.038362696,3,2229,hill,Spring Hill,SC,33.1126699,-79.7934114
2231,2230,117,1,0,1,0.038362696,3,2230,hill,Sugar Hill,SC,33.2079465,-80.0456387
2232,2231,159,1,0,1,0.027229998,5,2231,hill,Knights Hill,SC,34.2932053,-80.6536908
2233,2232,159,0.622734377,0.377265623,0,0.027229998,5,2232,hill,Red Hill,SC,34.4245927,-80.7386891
2234,2233,159,1,0,1,0.027229998,5,2233,hill,Sunnyhill,SC,34.2890391,-80.6284124
2235,2234,159,1,0,1,0.027229998,5,2234,hill,Tickle Hill,SC,34.2312624,-80.57619
2236,2235,73,0.980900943,0.019099057,0,0.006251196,5,2235,hill,Gravel Hill,SC,32.9682134,-81.3867738
2237,2236,123,0.295343703,0.704656297,0,0.032885844,8,2236,hill,Oak Hill,SC,33.4440301,-81.6945542
2238,2237,123,1,0,1,0.032885844,8,2237,hill,Rose Hill,SC,33.5115248,-81.9553928
2239,2238,123,0.60671761,0.39328239,0,0.032885844,8,2238,hill,Russell Hill,SC,33.4679161,-81.8359457
2243,2242,159,0.624077797,0.375922203,0,0.027229998,5,2242,hill,Rose Hill,SC,34.1368216,-80.3353539
2244,2243,113,1,0,1,0.012460254,6,2243,hill,Pepper Hill,SC,32.4779676,-80.6381613
2245,2244,113,0.949317308,0.050682692,0,0.012460254,6,2244,hill,Walnut Hill,SC,32.4682459,-80.6431614
2246,2245,117,1,0,1,0.038362696,3,2245,hill,Cotton Hill,SC,33.0090592,-80.2414847
2247,2246,117,1,0.210425613,0,0.038362696,3,2246,hill,Laurel Hill,SC,32.9973934,-80.1692592
2248,2247,117,1,0,1,0.038362696,3,2247,hill,Orchard Hill,SC,33.0254479,-80.2225946
2249,2248,117,1,0,1,0.038362696,3,2248,hill,Pinehill,SC,33.0412807,-80.2314836
2250,2249,117,1,0,1,0.038362696,3,2249,hill,Rosehill,SC,33.0032265,-80.1881489
2254,2253,156,1,0,1,0.031212183,1,2253,hill,Conover Hill,SC,33.5273757,-80.8539807
2255,2254,156,1,0,1,0.031212183,1,2254,hill,Hunter Hill,SC,33.5320979,-80.8609251
2256,2255,156,0.67778385,0.32221615,0,0.031212183,1,2255,hill,Pine Hill,SC,33.5212643,-81.048429
2257,2256,156,1,0,1,0.031212183,1,2256,hill,Turkey Hill,SC,33.5404313,-80.8570362
2260,2259,118,0.576577391,0.423422609,0,0.038535625,4,2259,hill,Park Hill,SC,33.8504477,-79.0611482
2261,2260,118,0.610275464,0.389724536,0,0.038535625,4,2260,hill,Pleasant Hill,SC,33.9518337,-79.1711531
2262,2261,167,1,0,1,0.007939366,2,2261,hill,Fairhill,SC,33.9568186,-81.1242623
2263,2262,167,1,0,1,0.007939366,2,2262,hill,Spring Hill,SC,33.9926503,-81.1653748
2264,2263,170,0.699083491,0.300916509,0,0.010671435,3,2263,hill,Pleasant Hill,SC,35.0626151,-82.2831698
2265,2264,170,0.636738635,0.363261365,0,0.010671435,3,2264,hill,Beacon Hill,SC,34.8590067,-82.2676155
2266,2265,167,0.964960083,0.035039917,0,0.007939366,2,2265,hill,Goshen Hill,SC,34.5212494,-81.5631585
2268,2267,123,0.237050165,0.762949835,0,0.032885844,8,2267,hill,Liberty Hill,SC,33.9187373,-82.1737333
2269,2268,159,0.592558827,0.407441173,0,0.027229998,5,2268,hill,Liberty Hill,SC,34.4782028,-80.8017449
2270,2269,170,0.673141876,0.326858124,0,0.010671435,3,2269,hill,Locust Hill,SC,35.0178939,-82.3837293
2271,2270,123,0.486753436,0.513246564,0,0.032885844,8,2270,hill,Browns Hill,SC,33.357642,-81.8567805
2273,2272,159,0.417229218,0.582770782,0,0.027229998,5,2272,hill,Fisher Hill,SC,34.6762674,-79.9311754
2275,2274,170,1,0,1,0.010671435,3,2274,hill,Cherry Hill,SC,34.9879024,-81.8373254
2276,2275,170,1,0,1,0.010671435,3,2275,hill,Summerhill,SC,34.9459556,-81.9517706
2277,2276,167,1,0,1,0.007939366,2,2276,hill,Springhill,SC,34.0876529,-80.9537003
2278,2277,159,1,0,1,0.027229998,5,2277,hill,Paint Hill,SC,34.2368182,-80.5606338
2280,2279,123,0.741551594,0.258448406,0,0.032885844,8,2279,hill,Poverty Hill,SC,33.5631902,-82.0115053
2281,2280,129,1,0,1,0.030671358,7,2280,hill,Rock Hill,SC,34.9248667,-81.0250784
2282,2281,159,0.417229218,0.582770782,0,0.027229998,5,2281,hill,Society Hill,SC,34.5126567,-79.8508976
2283,2282,159,0.730414106,0.269585894,0,0.027229998,5,2282,hill,Spring Hill,SC,34.1515427,-80.4384113
2284,2283,167,1,0,1,0.007939366,2,2283,hill,Spring Hill,SC,34.1757037,-81.287319
2286,2285,117,1,0,1,0.038362696,3,2285,hill,Garden Hill,SC,32.8135093,-79.9561995
2287,2286,117,1,0,1,0.038362696,3,2286,hill,Green Hill,SC,32.7321222,-79.9412005
2288,2287,117,1,0.065269553,0,0.038362696,3,2287,hill,Honey Hill,SC,32.7246224,-79.943145
2289,2288,117,1,0,1,0.038362696,3,2288,hill,Murry Hill,SC,32.8004542,-80.002035
2290,2289,117,1,0.567729769,0,0.038362696,3,2289,hill,Pepperhill,SC,32.9337844,-80.0745341
2294,2293,217,1,0,1,0.002574683,2,2293,hill,Bunker Hill,TN,35.1395256,-86.8763922
2297,2296,214,0.897111551,0.102888449,0,0.005346675,8,2296,hill,Silver Hill,TN,36.0014514,-86.3672138
2298,2297,169,0.598165971,0.401834029,0,0.018232297,2,2297,hill,Spring Hill,TN,35.681736,-88.5692191
2299,2298,97,1,0,1,0.009672816,7,2298,hill,Sunnyhill,TN,35.5348015,-89.249235
2300,2299,178,1,0,1,0.012789757,5,2299,hill,Taylor Hill,TN,35.4811809,-85.0268983
2302,2301,97,0.841665062,0.158334938,0,0.009672816,7,2301,hill,Walnut Hill,TN,35.7153507,-89.047564
2303,2302,178,0.843584411,0.156415589,0,0.012789757,5,2302,hill,Walnut Hill,TN,35.9506309,-84.5338242
2304,2303,191,1,0,1,0.025222158,1,2303,hill,Walnut Hill,TN,36.5698258,-82.2568028
2309,2308,217,1,0,1,0.002574683,2,2308,hill,Beech Hill,TN,35.2298014,-86.8891701
2312,2311,214,1,0,1,0.005346675,8,2311,hill,Berry Hill,TN,36.1170025,-86.7663876
2313,2312,193,0.896539434,0.103460566,0,0.062541625,8,2312,hill,Bradburn Hill,TN,36.1917689,-82.80682
2314,2313,178,1,0,1,0.012789757,5,2313,hill,Bryan Hill,TN,35.4972921,-85.0024531
2315,2314,199,0.515802117,0.484197883,0,0.014102096,4,2314,hill,Carriage Hill,TN,35.1117397,-85.3480154
2316,2315,208,1,0,1,0.020145397,7,2315,hill,Center Hill,TN,35.7936796,-85.9622101
2320,2319,142,1,0,1,0.019558212,1,2319,hill,Clover Hill,TN,35.704526,-84.0496295
2321,2320,214,1,0,1,0.005346675,8,2320,hill,Cloverhill,TN,36.1564457,-86.6583299
2322,2321,178,1,0,1,0.012789757,5,2321,hill,College Hill,TN,35.4864587,-85.0218982
2323,2322,175,1,0,1,0.02705674,6,2322,hill,Copperhill,TN,34.9889692,-84.3707561
2324,2323,142,1,0,1,0.019558212,1,2323,hill,Deane Hill,TN,35.9292479,-84.0193538
2325,2324,207,0.997845611,0.002154389,0,0.002697414,2,2324,hill,Dudney Hill,TN,36.3322817,-85.628866
2326,2325,199,0.561826817,0.438173183,0,0.014102096,4,2325,hill,East Hill,TN,35.0647993,-85.5752437
2327,2326,142,1,0,1,0.019558212,1,2326,hill,Forest Hill,TN,35.7028611,-83.9662922
2329,2328,163,1,0,1,0.001334296,8,2328,hill,Foundry Hill,TN,36.4097794,-88.3550432
2331,2330,199,0.495256099,0.504743901,0,0.014102096,4,2330,hill,Glover Hill,TN,35.0631344,-85.6516354
2332,2331,169,0.664438686,0.335561314,0,0.018232297,2,2331,hill,Gravel Hill,TN,35.0867515,-88.5244908
2335,2334,180,1,0,1,0.001709004,4,2334,hill,Greenhill,TN,36.0262009,-83.4826699
2338,2337,204,1,0,1,0.037147477,6,2337,hill,Hickory Hill,TN,35.2561921,-86.3466581
2341,2340,178,1,0,1,0.012789757,5,2340,hill,Ingleside Hill,TN,35.4514624,-84.5785446
2342,2341,207,1,0,1,0.002697414,2,2341,hill,Lancaster Hill,TN,36.1272809,-85.8822082
2344,2343,192,1,0,1,0.007841149,3,2343,hill,Liberty Hill,TN,36.0775963,-83.1740498
2345,2344,183,0.830695738,0.169304262,0,0.013859313,6,2344,hill,Liberty Hill,TN,36.317584,-83.6143504
2346,2345,191,1,0,1,0.025222158,1,2345,hill,Maple Hill,TN,36.5637145,-82.2701368
2347,2346,142,1,0,1,0.019558212,1,2346,hill,Marble Hill,TN,35.718413,-84.1404676
2348,2347,215,1,0,1,0.00033323,7,2347,hill,Mars Hill,TN,35.2650799,-87.289738
2350,2349,215,1,0,1,0.00033323,7,2349,hill,Minor Hill,TN,35.0553603,-87.1575133
2351,2350,142,1,0,1,0.019558212,1,2350,hill,Mockingbird Hill,TN,35.9003598,-83.9824072
2352,2351,215,1,0,1,0.00033323,7,2351,hill,Oak Hill,TN,35.1636922,-87.2741832
2353,2352,214,1,0,1,0.005346675,8,2352,hill,Oak Hill,TN,36.0878369,-86.7830548
2355,2354,169,0.664438686,0.335561314,0,0.018232297,2,2354,hill,Pebble Hill,TN,35.099251,-88.4250436
2356,2355,199,0.485439836,0.514560164,0,0.014102096,4,2355,hill,Pine Hill,TN,35.0684079,-84.9780033
2357,2356,163,1,0,1,0.001334296,8,2356,hill,Pine Hill,TN,36.4708878,-88.142813
2360,2359,204,1,0,1,0.037147477,6,2359,hill,Pleasant Hill,TN,35.2948023,-86.3219357
2361,2360,169,0.680183527,0.319816473,0,0.018232297,2,2360,hill,Pleasant Hill,TN,35.4070214,-88.4467119
2362,2361,178,1,0,1,0.012789757,5,2361,hill,Pleasant Hill,TN,35.6634057,-84.7082735
2363,2362,169,0.967333786,0.032666214,0,0.018232297,2,2362,hill,Pleasant Hill,TN,35.6670133,-88.3322663
2365,2364,177,0.779219499,0.220780501,0,0.016718222,8,2364,hill,Pleasant Hill,TN,35.976455,-85.1938547
2367,2366,178,1,0,1,0.012789757,5,2366,hill,Pond Hill,TN,35.5517399,-84.6149358
2368,2367,215,1,0,1,0.00033323,7,2367,hill,Red Hill,TN,35.3059122,-87.4155729
2370,2369,193,1,0,1,0.062541625,8,2369,hill,Rockwood Hill,TN,36.128435,-82.8604298
2371,2370,142,1,0,1,0.019558212,1,2370,hill,Rocky Hill,TN,35.9028591,-84.0212979
2372,2371,214,1,0,1,0.005346675,8,2371,hill,Rural Hill,TN,36.0672823,-86.6311072
2375,2374,169,0.57029097,0.42970903,0,0.018232297,2,2374,hill,Sanford Hill,TN,35.4347992,-88.6531079
2376,2375,169,1,0,1,0.018232297,2,2375,hill,Scotts Hill,TN,35.5150729,-88.2453158
2377,2376,169,1,0,1,0.018232297,2,2376,hill,Shady Hill,TN,35.5667385,-88.3203199
2379,2378,191,0.658153043,0.341846957,0,0.025222158,1,2378,hill,Charity Hill,TN,36.3292773,-82.1792968
2380,2379,191,1,0,1,0.025222158,1,2379,hill,Windy Hill,TN,36.5259366,-82.2593022
2381,2380,177,0.779219499,0.220780501,0,0.016718222,8,2380,hill,Spring Hill,TN,36.0050647,-85.3885844
2384,2383,214,0.897111551,0.102888449,0,0.005346675,8,2383,hill,Walterhill,TN,35.9500636,-86.3777697
2385,2384,217,1,0,1,0.002574683,2,2384,hill,Aspen Hill,TN,35.1006373,-87.0038963
2386,2385,169,0.62358621,0.37641379,0,0.018232297,2,2385,hill,Bible Hill,TN,35.7031228,-88.1439261
2389,2388,169,1,0,1,0.018232297,2,2388,hill,Center Hill,TN,35.5439618,-88.3942117
2391,2390,180,1,0,1,0.001709004,4,2390,hill,Chestnut Hill,TN,35.9300938,-83.3401621
2393,2392,54,0.790578996,0.209421004,0,0.006369459,3,2392,hill,Forest Hill,TN,35.0631471,-89.7592514
2396,2395,193,1,0,1,0.062541625,8,2395,hill,Cedar Hill,TN,36.1448245,-82.8173738
2397,2396,199,1,0,1,0.014102096,4,2396,hill,Clouse Hill,TN,35.2917459,-85.8013641
2398,2397,178,0.843584411,0.156415589,0,0.012789757,5,2397,hill,Oak Hill,TN,36.1689664,-84.5321609
2399,2398,199,0.582834375,0.417165625,0,0.014102096,4,2398,hill,Pine Hill,TN,35.244519,-85.5560782
2400,2399,204,0.482944997,0.517055003,0,0.037147477,6,2399,hill,Sevenmile Hill,TN,35.4067444,-86.2424913
2402,2401,183,0.830695738,0.169304262,0,0.013859313,6,2401,hill,Bald Hill,TN,36.4881387,-83.5624081
2403,2402,97,0.841665062,0.158334938,0,0.009672816,7,2402,hill,Hurricane Hill,TN,35.6956338,-89.5189638
2404,2403,180,1,0,1,0.001709004,4,2403,hill,Pleasant Hill,TN,35.9612028,-83.4223881
2407,2406,176,0.830853914,0.169146086,0,0.005254444,5,2406,hill,Rose Hill,TN,36.6075489,-87.6208482
2408,2407,178,1,0,1,0.012789757,5,2407,hill,Iron Hill,TN,35.7084054,-84.7388302
2409,2408,169,0.536814551,0.463185449,0,0.018232297,2,2408,hill,Woodhill,TN,35.8064555,-88.6222771
2412,2411,97,0.615808834,0.384191166,0,0.009672816,7,2411,hill,Spring Hill,TN,35.9839592,-89.1222903
2413,2412,163,1,0,1,0.001334296,8,2412,hill,Eagle Hill,TN,36.3195045,-88.5431064
2414,2413,199,0.515802117,0.484197883,0,0.014102096,4,2413,hill,Cedar Hill,TN,34.9884085,-85.2846787
2415,2414,199,0.490557417,0.509442583,0,0.014102096,4,2414,hill,Pine Hill,TN,35.1689591,-85.2510692
2418,2417,214,0.90238907,0.09761093,0,0.005346675,8,2417,hill,Rural Hill,TN,36.1167251,-86.47916
2419,2418,214,1,0,1,0.005346675,8,2418,hill,Chestnut Hill,TN,35.9770068,-86.824167
2421,2420,214,0.897111551,0.102888449,0,0.005346675,8,2420,hill,Oak Hill,TN,35.8761763,-86.3583254
2423,2422,54,0.852933837,0.147066163,0,0.006369459,3,2422,hill,Bunker Hill,TN,35.1006463,-90.0292577
2424,2423,207,0.945043433,0.054956567,0,0.002697414,2,2423,hill,Snows Hill,TN,35.9842287,-85.876653
2425,2424,207,1,0,1,0.002697414,2,2424,hill,Cherry Hill,TN,36.074228,-85.7277605
2426,2425,199,0.490557417,0.509442583,0,0.014102096,4,2425,hill,Snow Hill,TN,35.1795168,-85.0443959
2428,2427,97,1,0,1,0.009672816,7,2427,hill,Spring Hill,TN,35.4509144,-89.2770134
2430,2429,191,0.566094701,0.433905299,0,0.025222158,1,2429,hill,Stewart Hill,TN,36.3078828,-82.5079249
2432,2431,199,1,0,1,0.014102096,4,2431,hill,Sweeton Hill,TN,35.334521,-85.7174735
2433,2432,183,0.694636233,0.305363767,0,0.013859313,6,2432,hill,Thorn Hill,TN,36.3584211,-83.4174004
2437,2436,178,1,0,1,0.012789757,5,2436,hill,Zion Hill,TN,35.3981292,-84.5210416
2438,2437,183,1,0,1,0.013859313,6,2437,hill,Alanthus Hill,TN,36.5653638,-83.3915708
2439,2438,208,1,0,1,0.020145397,7,2438,hill,Bates Hill,TN,35.7306261,-85.9313757
2440,2439,177,1,0,1,0.016718222,8,2439,hill,Beaver Hill,TN,36.2347853,-85.2933025
2441,2440,204,1,0,1,0.037147477,6,2440,hill,Beech Hill,TN,35.2223045,-86.293879
2442,2441,208,0.974771866,0.025228134,0,0.020145397,7,2441,hill,Blue Hill,TN,35.8103457,-85.9130422
2443,2442,215,1,0,1,0.00033323,7,2442,hill,Brier Hill,TN,35.3636891,-87.3664046
2445,2444,199,0.480000312,0.519999688,0,0.014102096,4,2444,hill,Capitol Hill,TN,35.2911923,-86.0652623
2446,2445,169,0.799363739,0.200636261,0,0.018232297,2,2445,hill,Chapel Hill,TN,35.5986828,-88.4867163
2447,2446,168,1,0,1,0.004503922,1,2446,hill,Chestnut Hill,TN,36.0928368,-88.0055894
2449,2448,178,0.865569863,0.134430137,0,0.012789757,5,2448,hill,Coal Hill,TN,35.9959099,-84.4599324
2451,2450,177,1,0,1,0.016718222,8,2450,hill,Columbia Hill,TN,36.1986758,-85.2085772
2452,2451,97,0.841665062,0.158334938,0,0.009672816,7,2451,hill,Dog Hill,TN,35.8409073,-89.2831257
2453,2452,97,0.841665062,0.158334938,0,0.009672816,7,2452,hill,Dry Hill,TN,35.8381311,-89.4806296
2454,2453,178,0.865569863,0.134430137,0,0.012789757,5,2453,hill,Dry Hill,TN,35.9100733,-84.6546615
2456,2455,204,0.482944997,0.517055003,0,0.037147477,6,2455,hill,Farrar Hill,TN,35.5781292,-86.162213
2457,2456,208,0.728690101,0.271309899,0,0.020145397,7,2456,hill,Gnat Hill,TN,35.6242393,-86.1402684
2458,2457,208,0.680911976,0.319088024,0,0.020145397,7,2457,hill,Green Hill,TN,35.8317339,-85.7955394
2459,2458,199,1,0,1,0.014102096,4,2458,hill,Hobbs Hill,TN,35.275634,-85.7274724
2461,2460,178,1,0.096440926,0,0.012789757,5,2460,hill,Kemmer Hill,TN,35.6778484,-84.8688361
2463,2462,207,1,0,1,0.002697414,2,2462,hill,Laurel Hill,TN,36.1028379,-85.8130402
2464,2463,204,0.940421591,0.059578409,0,0.037147477,6,2463,hill,Liberty Hill,TN,35.1589723,-86.3461016
2465,2464,97,1,0,1,0.009672816,7,2464,hill,Liberty Hill,TN,35.3023063,-89.2809026
2466,2465,178,1,0.134683025,0,0.012789757,5,2465,hill,Liberty Hill,TN,35.3822969,-84.4374266
2467,2466,178,1,0,1,0.012789757,5,2466,hill,Liberty Hill,TN,35.5986802,-85.0352323
2470,2469,191,0.508186256,0.491813744,0,0.025222158,1,2469,hill,Liberty Hill,TN,36.3064915,-82.6901539
2471,2470,204,1,0,1,0.037147477,6,2470,hill,Marble Hill,TN,35.2034158,-86.3233238
2472,2471,178,1,0,1,0.012789757,5,2471,hill,Marshall Hill,TN,35.5281291,-84.5916012
2473,2472,97,1,0,1,0.009672816,7,2472,hill,Morton Hill,TN,35.4714696,-89.2886803
2475,2474,178,1,0.145500576,0,0.012789757,5,2474,hill,Oak Hill,TN,35.7434063,-84.6193808
2476,2475,177,0.779219499,0.220780501,0,0.016718222,8,2475,hill,Oak Hill,TN,35.9895121,-85.0099568
2477,2476,192,0.959394311,0.040605689,0,0.007841149,3,2476,hill,Oak Hill,TN,36.0026009,-82.9865397
2478,2477,177,1,0,1,0.016718222,8,2477,hill,Oak Hill,TN,36.2697844,-85.3374699
2481,2480,169,0.604579142,0.395420858,0,0.018232297,2,2480,hill,Pleasant Hill,TN,35.4828513,-88.1511455
2483,2482,168,1,0,1,0.004503922,1,2482,hill,Pleasant Hill,TN,35.9628393,-88.2028192
2484,2483,168,1,0,1,0.004503922,1,2483,hill,Pleasant Hill,TN,36.1331143,-88.167262
2486,2485,168,1,0,1,0.004503922,1,2485,hill,Pleasant Hill,TN,36.1803359,-88.1939295
2488,2487,217,1,0,1,0.002574683,2,2487,hill,Poplar Hill,TN,35.0309165,-86.9597284
2490,2489,199,0.515802117,0.484197883,0,0.014102096,4,2489,hill,Red Hill,TN,35.2247958,-85.5091323
2493,2492,183,1,0,1,0.013859313,6,2492,hill,Red Hill,TN,36.5811961,-83.4737966
2494,2493,177,0.62608068,0.37391932,0,0.016718222,8,2493,hill,River Hill,TN,35.8228442,-85.4341404
2495,2494,191,0.610841995,0.389158005,0,0.025222158,1,2494,hill,Rock Hill,TN,36.4098273,-82.2723578
2496,2495,169,1,0,1,0.018232297,2,2495,hill,Rock Hill,TN,35.623959,-88.3219875
2497,2496,183,0.684908216,0.315091784,0,0.013859313,6,2496,hill,Rose Hill,TN,36.3067475,-83.760188
2498,2497,199,0.721442189,0.278557811,0,0.014102096,4,2497,hill,Ruthledge Hill,TN,35.3086913,-85.9410917
2501,2500,199,1,0,1,0.014102096,4,2500,hill,Shadrick Hill,TN,35.2678558,-85.7027493
2502,2501,192,1,0,1,0.007841149,3,2501,hill,Pate Hill,TN,36.0973211,-83.040434
2503,2502,192,1,0,1,0.007841149,3,2502,hill,Bird Hill,TN,36.1248193,-83.1154379
2504,2503,191,0.658153043,0.341846957,0,0.025222158,1,2503,hill,Bunker Hill,TN,36.4198273,-82.2490234
2505,2504,191,0.47452444,0.52547556,0,0.025222158,1,2504,hill,Vinegar Hill,TN,36.5512204,-82.1029064
2506,2505,191,0.658153043,0.341846957,0,0.025222158,1,2505,hill,Whitehead Hill,TN,36.2278919,-82.1573501
2507,2506,191,0.529717586,0.470282414,0,0.025222158,1,2506,hill,Woodby Hill,TN,36.2012212,-82.2404102
2509,2508,175,1,0,1,0.02705674,6,2508,hill,Belltown Hill,TN,35.02508,-84.3321437
2510,2509,178,1,0.134683025,0,0.012789757,5,2509,hill,Cog Hill,TN,35.2761841,-84.5679881
2512,2511,175,1,0,1,0.02705674,6,2511,hill,McAllister Hill,TN,35.0281354,-84.3460331
2513,2512,191,1,0,1,0.025222158,1,2512,hill,Oak Hill,TN,36.5712166,-82.1993
2514,2513,191,0.588227358,0.411772642,0,0.025222158,1,2513,hill,Roan Hill,TN,36.3051066,-82.3456945
2515,2514,191,0.588227358,0.411772642,0,0.025222158,1,2514,hill,Green Hill,TN,36.3037166,-82.4559778
2516,2515,191,0.568595934,0.431404066,0,0.025222158,1,2515,hill,Holly Hill,TN,36.3037177,-82.3512504
2517,2516,192,1,0,1,0.007841149,3,2516,hill,Forest Hill,TN,35.9959315,-83.1198782
2518,2517,191,0.5457031,0.4542969,0,0.025222158,1,2517,hill,Gravel Hill,TN,36.2073273,-82.5945923
2519,2518,211,1,0,1,0.003482221,3,2518,hill,Rhoades Hill,TN,35.0931371,-87.5411336
2520,2519,142,1,0,1,0.019558212,1,2519,hill,Christy Hill,TN,35.6381385,-84.0001824
2522,2521,208,1,0,1,0.020145397,7,2521,hill,Parker Hill,TN,35.7042376,-86.0972124
2523,2522,208,1,0,1,0.020145397,7,2522,hill,Prospect Hill,TN,35.8028459,-86.0352672
2524,2523,208,1,0,1,0.020145397,7,2523,hill,Red Hill,TN,35.7270151,-86.0180445
2527,2526,217,1,0,1,0.002574683,2,2526,hill,Forest Hill,TN,35.3214664,-86.9711164
2528,2527,178,0.708009058,0.291990942,0,0.012789757,5,2527,hill,Chestnut Hill,TN,35.9620138,-84.9096736
2529,2528,191,0.658153043,0.341846957,0,0.025222158,1,2528,hill,Oak Hill,TN,36.2348331,-82.2151316
2530,2529,191,0.517515881,0.482484119,0,0.025222158,1,2529,hill,Oak Hill,TN,36.3545475,-82.5920952
2531,2530,178,1,0,1,0.012789757,5,2530,hill,Poplar Hill,TN,35.4022953,-84.635214
2532,2531,142,1,0,1,0.019558212,1,2531,hill,Spring Hill,TN,36.0139686,-84.1235271
2533,2532,191,0.465158433,0.534841567,0,0.025222158,1,2532,hill,Temple Hill,TN,36.0876077,-82.4859732
2535,2534,169,0.664438686,0.335561314,0,0.018232297,2,2534,hill,Beauty Hill,TN,35.2623034,-88.5417126
2536,2535,193,1,0,1,0.062541625,8,2535,hill,Cedar Hill,TN,36.1292679,-82.8901528
2538,2537,177,1,0,1,0.016718222,8,2537,hill,Union Hill,TN,36.2958958,-85.3271911
2540,2539,183,0.830695738,0.169304262,0,0.013859313,6,2539,hill,Raven Hill,TN,36.3973083,-83.4724032
2541,2540,207,1,0,1,0.002697414,2,2540,hill,Cedar Hill,TN,36.1753381,-85.6749805
2543,2542,97,0.689993877,0.310006123,0,0.009672816,7,2542,hill,Sugar Hill,TN,35.2267504,-89.0400626
2544,2543,178,1,0,1,0.012789757,5,2543,hill,Mars Hill,TN,35.7103488,-84.827723
2545,2544,97,0.601953839,0.398046161,0,0.009672816,7,2544,hill,Pleasant Hill,TN,36.3625649,-89.0792327
2546,2545,207,1,0,1,0.002697414,2,2545,hill,Union Hill,TN,36.2347818,-85.6327567
2549,2548,180,1,0,1,0.001709004,4,2548,hill,Union Hill,TN,35.8895343,-83.5498907
2550,2549,193,1,0,1,0.062541625,8,2549,hill,Honeys Hill,TN,36.1576019,-82.8326526
2551,2550,177,0.791212163,0.208787837,0,0.016718222,8,2550,hill,Dug Hill,TN,36.044509,-85.3299712
2553,2552,49,1,0,1,0.004526017,6,2552,hill,Cedar Hill,TX,32.5884689,-96.9561152
2555,2554,36,1,0,1,0.012082949,2,2554,hill,Chappell Hill,TX,30.1427171,-96.2569071
2556,2555,49,1,0,1,0.004526017,6,2555,hill,Cockrell Hill,TX,32.7362421,-96.8869481
2557,2556,49,1,0.087076931,0,0.004526017,6,2556,hill,Forest Hill,TX,32.6720778,-97.2691812
2558,2557,36,1,0,1,0.012082949,2,2557,hill,Gay Hill,TX,30.271879,-96.494135
2560,2559,36,0.774296053,0.225703947,0,0.012082949,2,2559,hill,High Hill,TX,29.7180101,-96.9272039
2561,2560,58,1,0.007903737,0,0.007172924,1,2560,hill,Laird Hill,TX,32.3532073,-94.905494
2563,2562,49,1,0.018173266,0,0.004526017,6,2562,hill,Oak Hill,TX,32.3348665,-97.3700164
2564,2563,58,1,0.064947621,0,0.007172924,1,2563,hill,Spring Hill,TX,32.5629226,-94.8021571
2566,2565,35,1,0,1,0.003054577,1,2565,hill,Corn Hill,TX,30.8068544,-97.6150096
2567,2566,59,1,0,1,0.014960492,7,2566,hill,Fredonia Hill,TX,31.592402,-94.6646541
2568,2567,35,1,0,1,0.003054577,1,2567,hill,Liberty Hill,TX,30.6649119,-97.9225161
2569,2568,35,1,0,1,0.003054577,1,2568,hill,New Corn Hill,TX,30.7696339,-97.5875081
2570,2569,59,1,0,1,0.014960492,7,2569,hill,Orton Hill,TX,31.5968465,-94.637987
2572,2571,50,1,0,1,0.005148917,8,2571,hill,Prairie Hill,TX,31.6551661,-96.7888794
2575,2574,49,1,0.053340438,0,0.004526017,6,2574,hill,Union Hill,TX,33.4017807,-97.1322343
2576,2575,35,0.792925245,0.207074755,0,0.003054577,1,2575,hill,Oak Hill,TX,30.2354859,-97.860007
2577,2576,35,0.787100657,0.212899343,0,0.003054577,1,2576,hill,Pleasant Hill,TX,30.1910441,-97.7775049
2578,2577,36,0.565897877,0.434102123,0,0.012082949,2,2577,hill,Appelt Hill,TX,29.5182947,-96.9088697
2579,2578,49,1,0.083355817,0,0.004526017,6,2578,hill,Beverly Hill,TX,33.0692853,-96.4897097
2580,2579,36,0.565897877,0.434102123,0,0.012082949,2,2579,hill,Brown Hill,TX,29.7691173,-97.314991
2582,2581,49,1,0,1,0.004526017,6,2581,hill,Florence Hill,TX,32.6731889,-97.0152846
2583,2582,49,0.914971076,0.085028924,0,0.004526017,6,2582,hill,Glen Hill,TX,32.894846,-96.4744317
2584,2583,58,0.815362976,0.184637024,0,0.007172924,1,2583,hill,Green Hill,TX,33.2481723,-94.9960475
2585,2584,49,0.935712787,0.064287213,0,0.004526017,6,2584,hill,Grub Hill,TX,32.0862639,-97.2791788
2586,2585,49,1,0.018173266,0,0.004526017,6,2585,hill,Happy Hill,TX,32.4687514,-97.2366795
2587,2586,58,1,0.081852132,0,0.007172924,1,2586,hill,Hickory Hill,TX,32.9365152,-95.0124374
